Incident_ID,ResponseDate,CaseNumber,HundredBlock,Problem
"12/18/2018 16:20:26","2","PDACCB-Property Damage Acc","BPD181218-100269","20181218-0016049"
"12/19/2018 10:27:24","2","DRUNKB-Drunk Person","BPD181219-100417",""
"12/19/2018 09:06:50","2","CIVILB - Civil Assist","BPD181219-100399",""
"12/19/2018 00:12:21","2","NOISEB-Noise Complaint","BPD181219-100345",""
"12/19/2018 00:20:31","2","NOISEB-Noise Complaint","BPD181219-100346",""
"12/19/2018 00:37:01","2","NOISEB-Noise Complaint","BPD181219-100347",""
"12/19/2018 00:42:37","2","NOISEB-Noise Complaint","BPD181219-100348",""
"12/19/2018 00:53:40","2","NOISEB-Noise Complaint","BPD181219-100351",""
"12/19/2018 01:12:35","2","NOISEB-Noise Complaint","BPD181219-100354",""
"12/19/2018 01:28:27","2","NOISEB-Noise Complaint","BPD181219-100355",""
"12/19/2018 02:10:33","2","NOISEB-Noise Complaint","BPD181219-100360",""
"12/18/2018 22:10:05","2","NOISEB-Noise Complaint","BPD181218-100329",""
"12/18/2018 22:56:07","2","SUSPI1B-Suspicious I/P","BPD181218-100334",""
"12/18/2018 23:10:47","2","SUSPI2B-Suspicious J/O","BPD181218-100336",""
"12/18/2018 23:44:10","2","SUSPI1B-Suspicious I/P","BPD181218-100341",""
"12/19/2018 00:03:17","2","NOISEB-Noise Complaint","BPD181219-100343",""
"12/18/2018 20:54:22","2","SUSPI2B-Suspicious J/O","BPD181218-100323",""
"12/18/2018 18:20:42","2","PDACCB-Property Damage Acc","BPD181218-100295","20181218-0016054"
"12/18/2018 18:26:54","2","DISTU2B - Disturbance J/O","BPD181218-100297",""
"12/18/2018 15:56:31","2","DRUNKB-Drunk Person","BPD181218-100259","20181218-0016047"
"12/18/2018 15:45:16","2","HARAS2B-Harassment J/O","BPD181218-100249",""
"12/18/2018 14:46:25","2","DISTU2B - Disturbance J/O","BPD181218-100229",""
"12/18/2018 14:50:23","2","ASSISB-Assist","BPD181218-100231",""
"12/18/2018 13:32:34","2","PDACCB-Property Damage Acc","BPD181218-100200","20181218-0016034"
"12/18/2018 13:46:36","2","PDACCB-Property Damage Acc","BPD181218-100205","20181218-0016035"
"12/18/2018 07:05:51","2","PDACCB-Property Damage Acc","BPD181218-100091",""
"12/18/2018 08:25:20","2","PDACCB-Property Damage Acc","BPD181218-100109",""
"12/18/2018 12:00:00","2","PDACCB-Property Damage Acc","BPD181218-100166",""
"12/18/2018 12:02:34","2","PDACCB-Property Damage Acc","BPD181218-100170",""
"12/18/2018 12:08:19","2","PDACCB-Property Damage Acc","BPD181218-100175",""
"12/18/2018 12:16:56","2","PDACCB-Property Damage Acc","BPD181218-100179","20181218-0016027"
"12/18/2018 00:52:10","2","DRUNKB-Drunk Person","BPD181218-100067",""
"12/18/2018 06:53:56","2","PDACCB-Property Damage Acc","BPD181218-100088",""
"12/17/2018 22:07:55","2","DRUNKB-Drunk Person","BPD181217-100047",""
"12/17/2018 22:39:51","2","ASSAU2B - Assault J/O","BPD181217-100050",""
"12/17/2018 19:40:51","2","PDACCB-Property Damage Acc","BPD181217-100028",""
"12/17/2018 19:43:57","2","PDACCB-Property Damage Acc","BPD181217-100029","20181217-0016002"
"12/17/2018 20:36:40","2","NOISEB-Noise Complaint","BPD181217-100034",""
"12/17/2018 18:46:54","2","HAZARB-Hazard","BPD181217-100021",""
"12/17/2018 18:52:18","2","PDACCB-Property Damage Acc","BPD181217-100015","20181217-0015999"
"12/16/2018 11:36:02","2","SUSPI1B-Suspicious I/P","BPD181216-099713",""
"12/17/2018 21:21:29","2","SUSPI2B-Suspicious J/O","BPD181217-100041",""
"12/17/2018 15:52:06","2","HAZARB-Hazard","BPD181217-099986",""
"12/17/2018 15:57:09","2","SUSPI2B-Suspicious J/O","BPD181217-099988",""
"12/17/2018 16:40:20","2","NOISEB-Noise Complaint","BPD181217-099996",""
"12/17/2018 17:06:24","2","PDACCB-Property Damage Acc","BPD181217-100002","20181217-0015994"
"12/17/2018 17:13:01","2","PDACCB-Property Damage Acc","BPD181217-100003",""
"12/17/2018 18:27:08","2","HARAS2B-Harassment J/O","BPD181217-100017",""
"12/17/2018 12:30:41","2","SUSPI2B-Suspicious J/O","BPD181217-099937",""
"12/17/2018 13:48:42","2","PDACCB-Property Damage Acc","BPD181217-099949","20181217-0015983"
"12/17/2018 14:15:03","2","CIVILB - Civil Assist","BPD181217-099954","20181217-0015987"
"12/16/2018 22:33:24","2","CIVILB - Civil Assist","BPD181216-099829",""
"12/16/2018 23:44:24","2","PDACCB-Property Damage Acc","BPD181216-099837",""
"12/17/2018 08:32:54","2","SUSPI1B-Suspicious I/P","LOBP181217-099884",""
"12/17/2018 08:35:26","2","PDACCB-Property Damage Acc","BPD181217-099886",""
"12/17/2018 06:27:52","2","DRUNKB-Drunk Person","BPD181217-099867","20181217-0015970"
"12/16/2018 18:57:31","2","SUSPI2B-Suspicious J/O","BPD181216-099800",""
"12/16/2018 18:59:45","2","DISTU2B - Disturbance J/O","BPD181216-099787",""
"12/16/2018 19:55:32","2","PDACCB-Property Damage Acc","BPD181216-099805","20181216-0015963"
"12/16/2018 20:29:00","2","DRUNKB-Drunk Person","BPD181216-099812","20181216-0015965"
"12/16/2018 21:19:45","2","CIVILB - Civil Assist","BPD181216-099821",""
"12/16/2018 16:48:59","2","CIVILB - Civil Assist","BPD181216-099785",""
"12/16/2018 18:08:20","2","DRUNKB-Drunk Person","BPD181216-099797",""
"12/16/2018 18:10:16","2","CIVILB - Civil Assist","BPD181216-099783",""
"12/16/2018 18:16:15","2","SUSPI1B-Suspicious I/P","BPD181216-099798",""
"12/16/2018 14:17:40","2","NOISEB-Noise Complaint","BPD181216-099749",""
"12/16/2018 15:02:39","2","NOISEB-Noise Complaint","BPD181216-099757",""
"12/16/2018 15:25:54","2","PDACCB-Property Damage Acc","BPD181216-099763","20181216-0015949"
"12/16/2018 15:31:40","2","NOISEB-Noise Complaint","BPD181216-099764",""
"12/16/2018 12:57:06","2","CIVILB - Civil Assist","BPD181216-099731",""
"12/16/2018 12:31:42","2","NARCOB-Narcotics/Drug viol","BPD181216-099724",""
"12/16/2018 01:00:17","2","TRESP1B-Trespassing I/P","BPD181216-099650",""
"12/16/2018 02:02:40","2","DRUNKB-Drunk Person","BPD181216-099657","20181216-0015933"
"12/16/2018 03:38:56","2","NOISEB-Noise Complaint","BPD181216-099661",""
"12/15/2018 21:54:09","2","NOISEB-Noise Complaint","BPD181215-099589",""
"12/16/2018 00:08:36","2","NOISEB-Noise Complaint","BPD181216-099641",""
"12/16/2018 00:36:56","2","NOISEB-Noise Complaint","BPD181216-099646",""
"12/15/2018 22:02:49","2","NOISEB-Noise Complaint","BPD181215-099608",""
"12/15/2018 21:27:12","2","CIVILB - Civil Assist","BPD181215-099598",""
"12/15/2018 14:29:11","2","PDACCB-Property Damage Acc","BPD181215-099507","20181215-0015916"
"12/15/2018 20:53:26","2","SUSPI2B-Suspicious J/O","BPD181215-099591",""
"12/15/2018 19:27:20","2","PDACCB-Property Damage Acc","BPD181215-099579","20181215-0015924"
"12/15/2018 16:19:12","2","NOISEB-Noise Complaint","BPD181215-099544",""
"12/15/2018 16:25:00","2","CIVILB - Civil Assist","BPD181215-099545",""
"12/15/2018 17:54:30","2","HARAS2B-Harassment J/O","BPD181215-099559",""
"12/15/2018 18:05:31","2","DRUNKB-Drunk Person","BPD181215-099561",""
"12/15/2018 17:18:09","2","PDACCB-Property Damage Acc","BPD181215-099553",""
"12/15/2018 17:31:07","2","DRUNKB-Drunk Person","BPD181215-099554","20181215-0015922"
"12/15/2018 15:37:42","2","DRUNKB-Drunk Person","BPD181215-099536",""
"12/15/2018 12:56:10","2","HAZARB-Hazard","BPD181215-099483",""
"12/15/2018 13:16:49","2","DISTU2B - Disturbance J/O","BPD181215-099487",""
"12/15/2018 12:24:12","2","SUSPI2B-Suspicious J/O","BPD181215-099471",""
"12/15/2018 00:56:31","2","NOISEB-Noise Complaint","BPD181215-099385",""
"12/15/2018 01:36:30","2","NOISEB-Noise Complaint","BPD181214-099346",""
"12/15/2018 02:03:15","2","NOISEB-Noise Complaint","BPD181215-099391",""
"12/15/2018 02:05:22","2","NOISEB-Noise Complaint","BPD181215-099392",""
"12/15/2018 07:03:47","2","SUSPI2B-Suspicious J/O","BPD181215-099415",""
"12/14/2018 22:59:07","2","NOISEB-Noise Complaint","BPD181214-099363",""
"12/14/2018 23:42:10","2","NOISEB-Noise Complaint","BPD181214-099371",""
"12/14/2018 23:45:36","2","NOISEB-Noise Complaint","BPD181214-099360",""
"12/14/2018 22:22:17","2","PDACCB-Property Damage Acc","BPD181214-099354","20181214-0015900"
"12/14/2018 22:27:09","2","TRESP1B-Trespassing I/P","BPD181214-099355",""
"12/14/2018 19:35:01","2","DISTU2B - Disturbance J/O","BPD181214-099319",""
"12/14/2018 17:27:26","2","PDACCB-Property Damage Acc","BPD181214-099290","20181214-0015883"
"12/14/2018 17:36:25","2","PDACCB-Property Damage Acc","BPD181214-099292",""
"12/14/2018 17:50:25","2","PDACCB-Property Damage Acc","BPD181214-099294",""
"12/14/2018 15:25:49","2","PDACCB-Property Damage Acc","BPD181214-099251",""
"12/14/2018 15:36:51","2","CRTRE2B - Criminal Tresp J/O","BPD181214-099258","20181214-0015880"
"12/14/2018 16:13:53","2","ASSISB-Assist","BPD181214-099269",""
"12/14/2018 13:18:51","2","SUSPI2B-Suspicious J/O","BPD181214-099207",""
"12/14/2018 13:45:58","2","PDACCB-Property Damage Acc","BPD181214-099214","20181214-0015873"
"12/14/2018 13:59:25","2","CIVILB - Civil Assist","BPD181214-099216",""
"12/14/2018 10:44:17","2","PDACCB-Property Damage Acc","BPD181214-099169","20181214-0015867"
"12/14/2018 06:38:07","2","LILAWB-Liquor Law","BPD181214-099056",""
"12/14/2018 06:38:41","2","LILAWB-Liquor Law","BPD181214-099057",""
"12/14/2018 06:39:12","2","LILAWB-Liquor Law","BPD181214-099058",""
"12/14/2018 06:39:38","2","LILAWB-Liquor Law","BPD181214-099059",""
"12/14/2018 06:40:09","2","LILAWB-Liquor Law","BPD181214-099060",""
"12/14/2018 06:40:53","2","LILAWB-Liquor Law","BPD181214-099061",""
"12/14/2018 06:41:24","2","LILAWB-Liquor Law","BPD181214-099062",""
"12/14/2018 06:41:55","2","LILAWB-Liquor Law","BPD181214-099063",""
"12/14/2018 06:42:34","2","LILAWB-Liquor Law","BPD181214-099064",""
"12/14/2018 06:43:01","2","LILAWB-Liquor Law","BPD181214-099065",""
"12/14/2018 06:43:39","2","LILAWB-Liquor Law","BPD181214-099066",""
"12/14/2018 06:44:08","2","LILAWB-Liquor Law","BPD181214-099067",""
"12/14/2018 06:44:34","2","LILAWB-Liquor Law","BPD181214-099068",""
"12/14/2018 06:45:02","2","LILAWB-Liquor Law","BPD181214-099069",""
"12/14/2018 06:45:35","2","LILAWB-Liquor Law","BPD181214-099070",""
"12/14/2018 06:46:00","2","LILAWB-Liquor Law","BPD181214-099071",""
"12/14/2018 07:14:49","2","LILAWB-Liquor Law","BPD181214-099076",""
"12/14/2018 07:15:33","2","LILAWB-Liquor Law","BPD181214-099077",""
"12/14/2018 07:43:48","2","PDACCB-Property Damage Acc","BPD181214-099118","20181214-0015858"
"12/14/2018 07:50:05","2","PDACCB-Property Damage Acc","BPD181214-099119",""
"12/13/2018 22:04:39","2","NOISEB-Noise Complaint","BPD181213-099017",""
"12/13/2018 22:21:03","2","NOISEB-Noise Complaint","BPD181213-099019",""
"12/13/2018 23:22:16","2","NOISEB-Noise Complaint","BPD181213-099029",""
"12/13/2018 23:30:07","2","NOISEB-Noise Complaint","BPD181213-099031",""
"12/13/2018 23:59:13","2","NOISEB-Noise Complaint","BPD181213-099035",""
"12/14/2018 00:05:53","2","NOISEB-Noise Complaint","BPD181214-099036",""
"12/14/2018 00:12:19","2","NOISEB-Noise Complaint","BPD181214-099038",""
"12/14/2018 03:45:28","2","CRMIS2B -Criminal Mis J/O","BPD181214-099050",""
"12/13/2018 20:16:19","2","DISTU2B - Disturbance J/O","BPD181213-099000",""
"12/13/2018 20:24:07","2","SUSPI2B-Suspicious J/O","BPD181213-099002",""
"12/11/2018 19:45:03","2","HAZARB-Hazard","LGBP181211-098409",""
"12/13/2018 15:38:50","2","PDACCB-Property Damage Acc","BPD181213-098938",""
"12/13/2018 17:42:27","2","PDACCB-Property Damage Acc","BPD181213-098975","20181213-0015840"
"12/13/2018 19:01:16","2","TRESP1B-Trespassing I/P","BPD181213-098991","20181213-0015842"
"12/13/2018 18:09:08","2","NOISEB-Noise Complaint","BPD181213-098984",""
"12/13/2018 18:33:47","2","DRUNKB-Drunk Person","BPD181213-098989",""
"12/13/2018 17:23:01","2","HARAS2B-Harassment J/O","BPD181213-098969","20181213-0015837"
"12/13/2018 17:28:51","2","PDACCB-Property Damage Acc","BPD181213-098972","20181213-0015838"
"12/13/2018 16:24:08","2","OAAB-Other Agency Assis","BPD181213-098954",""
"12/13/2018 16:49:55","2","PDACCB-Property Damage Acc","BPD181213-098962","20181213-0015832"
"12/13/2018 14:29:37","2","SUSPI2B-Suspicious J/O","BPD181213-098903",""
"12/13/2018 15:26:14","2","TRESP1B-Trespassing I/P","BPD181213-098932",""
"12/13/2018 14:53:43","2","PDACCB-Property Damage Acc","BPD181213-098909","20181213-0015825"
"12/13/2018 15:07:31","2","CRTRE2B - Criminal Tresp J/O","BPD181213-098914","20181213-0015839"
"12/13/2018 13:14:33","2","SUSPI2B-Suspicious J/O","BPD181213-098842","20181213-0015817"
"12/13/2018 13:34:01","2","SUSPI1B-Suspicious I/P","BPD181213-098882",""
"12/13/2018 10:38:46","2","TRESP1B-Trespassing I/P","BPD181213-098825",""
"12/13/2018 11:38:38","2","SUSPI2B-Suspicious J/O","BPD181213-098849",""
"12/13/2018 12:21:26","2","PDACCB-Property Damage Acc","BPD181213-098859","20181213-0015814"
"12/13/2018 12:33:11","2","SUSPI2B-Suspicious J/O","BPD181213-098862",""
"12/13/2018 12:41:28","2","TRESP1B-Trespassing I/P","BPD181213-098865",""
"12/13/2018 12:51:31","2","SUSPI2B-Suspicious J/O","BPD181213-098870",""
"12/13/2018 12:59:28","2","SUSPI2B-Suspicious J/O","BPD181213-098872",""
"12/13/2018 08:26:13","2","INEXP2B-Indecent Exposure J/O","BPD181213-098753",""
"12/13/2018 08:03:07","2","TRESP1B-Trespassing I/P","BPD181213-098745",""
"12/13/2018 10:51:02","2","TRESP1B-Trespassing I/P","BPD181213-098832",""
"12/13/2018 00:46:14","2","DRUNKB-Drunk Person","BPD181213-098711",""
"12/13/2018 01:20:14","2","TRESP1B-Trespassing I/P","BPD181213-098713",""
"12/13/2018 01:54:39","2","NOISEB-Noise Complaint","BPD181213-098715",""
"12/13/2018 02:44:19","2","DRUNKB-Drunk Person","BPD181213-098718",""
"12/12/2018 21:24:13","2","TRESP1B-Trespassing I/P","BPD181212-098684",""
"12/12/2018 18:42:29","2","NOISEB-Noise Complaint","BPD181212-098654",""
"12/12/2018 23:48:42","2","NOISEB-Noise Complaint","BPD181212-098703",""
"12/12/2018 19:07:11","2","DRUNKB-Drunk Person","BPD181212-098663",""
"12/12/2018 19:07:32","2","NOISEB-Noise Complaint","BPD181212-098664",""
"12/12/2018 20:01:51","2","DRUNKB-Drunk Person","BPD181212-098669","20181212-0015785"
"12/12/2018 20:20:38","2","PDACCB-Property Damage Acc","BPD181212-098672","20181212-0015786"
"12/12/2018 20:42:44","2","NOISEB-Noise Complaint","BPD181212-098673",""
"12/13/2018 08:33:47","2","SUSPI2B-Suspicious J/O","BPD181213-098756",""
"12/12/2018 16:55:44","2","INEXP2B-Indecent Exposure J/O","BPD181212-098633",""
"12/12/2018 17:59:46","2","SUSPI2B-Suspicious J/O","BPD181212-098646",""
"12/12/2018 18:00:33","2","PDACCB-Property Damage Acc","BPD181212-098647","20181212-0015781"
"12/12/2018 18:18:11","2","PDACCB-Property Damage Acc","BPD181212-098650","20181212-0015783"
"12/12/2018 16:17:26","2","PDACCB-Property Damage Acc","BPD181212-098624","20181212-0015778"
"12/12/2018 16:28:11","2","PDACCB-Property Damage Acc","BPD181212-098627",""
"12/12/2018 15:29:20","2","HAZARB-Hazard","BPD181212-098614",""
"12/12/2018 15:29:57","2","SUSPI2B-Suspicious J/O","BPD181212-098615",""
"12/12/2018 11:02:37","2","ASSAU2B - Assault J/O","BPD181212-098538","20181212-0015768"
"12/12/2018 14:24:46","2","CIVILB - Civil Assist","BPD181212-098598",""
"12/12/2018 14:25:10","2","TRESP1B-Trespassing I/P","BPD181212-098599","20181212-0015776"
"12/12/2018 08:17:37","2","PDACCB-Property Damage Acc","BPD181212-098493","20181212-0015758"
"12/12/2018 01:00:58","2","NOISEB-Noise Complaint","BPD181212-098448",""
"12/11/2018 22:47:31","2","TRESP2B-Trespassing J/O","BPD181211-098435",""
"12/11/2018 22:56:58","2","NOISEB-Noise Complaint","BPD181211-098426",""
"12/11/2018 20:14:13","2","NOISEB-Noise Complaint","BPD181211-098411",""
"12/11/2018 20:33:15","2","LILAWB-Liquor Law","BPD181211-098414","20181211-0015749"
"12/11/2018 18:33:53","2","PDACCB-Property Damage Acc","BPD181211-098394",""
"12/11/2018 17:56:31","2","DRUNKB-Drunk Person","BPD181211-098384",""
"12/11/2018 18:05:01","2","PDACCB-Property Damage Acc","BPD181211-098387","20181211-0015744"
"12/11/2018 17:06:44","2","TRESP1B-Trespassing I/P","BPD181211-098373",""
"12/11/2018 17:20:13","2","CRMIS2B -Criminal Mis J/O","BPD181211-098377","20181211-0015746"
"12/11/2018 15:21:27","2","HARAS2B-Harassment J/O","BPD181211-098341",""
"12/11/2018 15:22:35","2","CRMIS1B - Criminal Mis I/P","BPD181211-098342",""
"12/11/2018 15:35:27","2","PDACCB-Property Damage Acc","BPD181211-098345","20181211-0015738"
"12/11/2018 12:39:40","2","CIVILB - Civil Assist","BPD181211-098296",""
"12/11/2018 13:31:50","2","PDACCB-Property Damage Acc","BPD181211-098308",""
"12/11/2018 14:02:23","2","SUSPI2B-Suspicious J/O","BPD181211-098316",""
"12/11/2018 14:05:32","2","PDACCB-Property Damage Acc","BPD181211-098318","20181211-0015737"
"12/11/2018 14:06:41","2","CIVILB - Civil Assist","BPD181211-098319",""
"12/11/2018 09:11:15","2","PDACCB-Property Damage Acc","BPD181211-098240","20181211-0015726"
"12/11/2018 06:50:35","2","PDACCB-Property Damage Acc","BPD181211-098206","20181211-0015720"
"12/11/2018 06:51:00","2","PDACCB-Property Damage Acc","BPD181211-098207",""
"12/11/2018 03:20:44","2","DRUNKB-Drunk Person","BPD181211-098198",""
"12/10/2018 23:13:48","2","SHOTS2B-Shots Heard J/O","BPD181210-098179",""
"12/10/2018 23:29:33","2","NOISEB-Noise Complaint","BPD181210-098181",""
"12/10/2018 23:46:08","2","CIVILB - Civil Assist","BPD181210-098163","20181210-0015715"
"12/10/2018 22:19:50","2","PDACCB-Property Damage Acc","BPD181210-098170","20181210-0015714"
"12/10/2018 13:20:21","2","CRMIS3B - Criminal Mis C","BPD181210-098077","20181210-0015695"
"12/10/2018 22:58:33","2","PDACCB-Property Damage Acc","BPD181210-098176","20181210-0015713"
"12/10/2018 20:33:48","2","HARAS2B-Harassment J/O","BPD181210-098156",""
"12/10/2018 21:41:35","2","NARCOB-Narcotics/Drug viol","BPD181210-098166",""
"12/10/2018 19:48:57","2","HARAS2B-Harassment J/O","BPD181210-098153",""
"12/10/2018 18:42:18","2","SUSPI2B-Suspicious J/O","BPD181210-098147",""
"12/10/2018 17:21:08","2","PDACCB-Property Damage Acc","BPD181210-098136","20181210-0015704"
"12/10/2018 18:07:13","2","SUSPI2B-Suspicious J/O","BPD181210-098141",""
"12/10/2018 16:25:58","2","SUSPI1B-Suspicious I/P","BPD181210-098125",""
"12/10/2018 15:26:12","2","CIVILB - Civil Assist","BPD181210-098114",""
"12/10/2018 12:03:57","2","DISTU2B - Disturbance J/O","BPD181210-098058",""
"12/09/2018 10:18:44","2","NOISEB-Noise Complaint","BPD181209-097879",""
"12/09/2018 23:04:09","2","NOISEB-Noise Complaint","BPD181209-097981",""
"12/10/2018 10:30:56","2","TRESP1B-Trespassing I/P","BPD181210-098031","20181210-0015685"
"12/09/2018 21:04:30","2","SUSPI2B-Suspicious J/O","BPD181209-097964",""
"12/09/2018 21:30:40","2","ASSAU2B - Assault J/O","BPD181209-097969","20181209-0015679"
"12/09/2018 21:41:53","2","ASSAU2B - Assault J/O","BPD181209-097970",""
"12/10/2018 02:26:16","2","DRUNKB-Drunk Person","BPD181210-097991",""
"12/09/2018 14:50:03","2","HAZARB-Hazard","BPD181209-097930",""
"12/09/2018 14:55:30","2","PDACCB-Property Damage Acc","BPD181209-097932",""
"12/09/2018 15:49:37","2","PDACCB-Property Damage Acc","BPD181209-097941","20181209-0015673"
"12/09/2018 16:50:07","2","ASSISB-Assist","BPD181209-097948",""
"12/09/2018 17:19:00","2","CIVILB - Civil Assist","BPD181209-097952",""
"12/09/2018 17:36:14","2","PDACCB-Property Damage Acc","BPD181209-097954","20181209-0015677"
"12/09/2018 17:41:41","2","PDACCB-Property Damage Acc","BPD181209-097956","20181209-0015676"
"12/09/2018 18:12:39","2","PDACCB-Property Damage Acc","BPD181209-097959",""
"12/09/2018 13:42:24","2","TRESP1B-Trespassing I/P","BPD181209-097920",""
"12/09/2018 13:59:06","2","CRMIS3B - Criminal Mis C","BPD181209-097924",""
"12/09/2018 10:53:19","2","TRESP2B-Trespassing J/O","BPD181209-097891","20181209-0015667"
"12/09/2018 11:10:54","2","PDACCB-Property Damage Acc","BPD181209-097894",""
"12/09/2018 04:57:50","2","NOISEB-Noise Complaint","BPD181209-097844",""
"12/09/2018 05:33:20","2","SHOTS2B-Shots Heard J/O","BPD181209-097853",""
"12/09/2018 05:13:04","2","DRUNKB-Drunk Person","BPD181209-097848",""
"12/08/2018 19:59:49","2","PDACCB-Property Damage Acc","BPD181208-097774","20181208-0015646"
"12/08/2018 20:07:32","2","HARAS2B-Harassment J/O","BPD181208-097776",""
"12/08/2018 20:34:05","2","SUSPI2B-Suspicious J/O","BPD181208-097783",""
"12/08/2018 20:35:22","2","SUSPI2B-Suspicious J/O","BPD181208-097784",""
"12/08/2018 21:21:36","2","SUSPI1B-Suspicious I/P","BPD181208-097790",""
"12/08/2018 21:23:21","2","SUSPI2B-Suspicious J/O","BPD181208-097792",""
"12/08/2018 21:32:55","2","NOISEB-Noise Complaint","BPD181208-097794",""
"12/08/2018 21:52:35","2","SUSPI2B-Suspicious J/O","BPD181208-097795","20181208-0015648"
"12/08/2018 23:08:21","2","NOISEB-Noise Complaint","BPD181208-097800",""
"12/08/2018 23:13:05","2","NOISEB-Noise Complaint","BPD181208-097801",""
"12/08/2018 23:21:13","2","TRESP1B-Trespassing I/P","BPD181208-097803","20181208-0015650"
"12/08/2018 23:50:44","2","NOISEB-Noise Complaint","BPD181208-097809",""
"12/09/2018 00:03:09","2","NOISEB-Noise Complaint","BPD181209-097811",""
"12/09/2018 00:58:04","2","NOISEB-Noise Complaint","BPD181209-097820",""
"12/09/2018 00:58:56","2","NOISEB-Noise Complaint","BPD181209-097821",""
"12/09/2018 00:59:22","2","DISTU2B - Disturbance J/O","BPD181209-097822",""
"12/09/2018 01:38:02","2","NOISEB-Noise Complaint","BPD181209-097829",""
"12/09/2018 01:50:40","2","TRESP1B-Trespassing I/P","BPD181209-097831","20181209-0015656"
"12/09/2018 01:59:14","2","NOISEB-Noise Complaint","BPD181209-097832",""
"12/09/2018 02:24:56","2","NOISEB-Noise Complaint","BPD181209-097833",""
"12/08/2018 18:17:51","2","HARAS2B-Harassment J/O","BPD181208-097763",""
"12/08/2018 15:45:51","2","NOISEB-Noise Complaint","BPD181208-097728",""
"12/08/2018 16:03:43","2","NOISEB-Noise Complaint","BPD181208-097734",""
"12/08/2018 16:19:00","2","NOISEB-Noise Complaint","BPD181208-097740",""
"12/08/2018 16:22:04","2","PDACCB-Property Damage Acc","BPD181208-097742",""
"12/08/2018 16:39:46","2","HARAS2B-Harassment J/O","BPD181208-097741","20181208-0015641"
"12/08/2018 17:05:29","2","DISTU2B - Disturbance J/O","BPD181208-097747","20181208-0015643"
"12/08/2018 17:11:13","2","PDACCB-Property Damage Acc","BPD181208-097748",""
"12/08/2018 17:20:44","2","PDACCB-Property Damage Acc","BPD181208-097750",""
"12/08/2018 15:14:26","2","DISTU2B - Disturbance J/O","BPD181208-097719","20181208-0015637"
"12/08/2018 15:20:54","2","NOISEB-Noise Complaint","BPD181208-097721",""
"12/08/2018 14:48:11","2","PDACCB-Property Damage Acc","BPD181208-097708",""
"12/08/2018 14:55:04","2","SUSPI2B-Suspicious J/O","BPD181208-097710",""
"12/08/2018 11:37:21","2","SUSPI2B-Suspicious J/O","BPD181208-097659",""
"12/08/2018 14:38:46","2","NOISEB-Noise Complaint","BPD181208-097705",""
"12/08/2018 13:00:52","2","CIVILB - Civil Assist","BPD181208-097682",""
"12/08/2018 13:03:57","2","NOISEB-Noise Complaint","BPD181208-097685",""
"12/08/2018 13:16:32","2","PDACCB-Property Damage Acc","BPD181208-097688","20181208-0015632"
"12/08/2018 12:08:21","2","TRESP2B-Trespassing J/O","BPD181208-097667",""
"12/08/2018 12:18:18","2","SUSPI1B-Suspicious I/P","BPD181208-097672",""
"12/08/2018 06:36:14","2","PDACCB-Property Damage Acc","BPD181208-097566",""
"12/08/2018 08:56:55","2","SUSPI2B-Suspicious J/O","BPD181208-097606","20181208-0015626"
"12/08/2018 08:58:05","2","PDACCB-Property Damage Acc","BPD181208-097607",""
"12/08/2018 08:59:00","2","PDACCB-Property Damage Acc","BPD181208-097608",""
"12/08/2018 08:59:55","2","PDACCB-Property Damage Acc","BPD181208-097609",""
"12/08/2018 09:00:54","2","PDACCB-Property Damage Acc","BPD181208-097610",""
"12/08/2018 09:02:10","2","PDACCB-Property Damage Acc","BPD181208-097611",""
"12/08/2018 09:03:01","2","PDACCB-Property Damage Acc","BPD181208-097613",""
"12/08/2018 07:52:16","2","PDACCB-Property Damage Acc","BPD181208-097586",""
"12/08/2018 08:24:56","2","PDACCB-Property Damage Acc","BPD181208-097590",""
"12/08/2018 08:31:28","2","PDACCB-Property Damage Acc","BPD181208-097591",""
"12/08/2018 08:33:15","2","PDACCB-Property Damage Acc","BPD181208-097592",""
"12/08/2018 08:34:18","2","PDACCB-Property Damage Acc","BPD181208-097593",""
"12/08/2018 08:35:32","2","PDACCB-Property Damage Acc","BPD181208-097594",""
"12/08/2018 08:36:25","2","PDACCB-Property Damage Acc","BPD181208-097595",""
"12/08/2018 08:38:17","2","PDACCB-Property Damage Acc","BPD181208-097597",""
"12/08/2018 08:43:44","2","PDACCB-Property Damage Acc","BPD181208-097599",""
"12/08/2018 08:45:36","2","PDACCB-Property Damage Acc","BPD181208-097600",""
"12/08/2018 08:47:24","2","PDACCB-Property Damage Acc","BPD181208-097601",""
"12/08/2018 08:50:32","2","PDACCB-Property Damage Acc","BPD181208-097603",""
"12/08/2018 08:51:55","2","PDACCB-Property Damage Acc","BPD181208-097604",""
"12/08/2018 01:15:02","2","DRUNKB-Drunk Person","BPD181208-097543",""
"12/08/2018 01:16:30","2","NOISEB-Noise Complaint","BPD181208-097545",""
"12/08/2018 01:32:15","2","DRUNKB-Drunk Person","BPD181208-097547",""
"12/08/2018 01:42:12","2","DRUNKB-Drunk Person","BPD181208-097548",""
"12/08/2018 02:23:47","2","SUSPI2B-Suspicious J/O","BPD181208-097555",""
"12/08/2018 02:42:38","2","DRUNKB-Drunk Person","BPD181208-097557",""
"12/08/2018 03:45:57","2","NOISEB-Noise Complaint","BPD181208-097558",""
"12/08/2018 00:29:56","2","NOISEB-Noise Complaint","BPD181208-097536",""
